Order;MS Zoning;Lot Frontage;Lot Area;Land Contour;Land Slope;Overall Qual;Year Built;Year Remod/Add;Mas Vnr Type;Exter Qual;Bsmt Cond;Total Bsmt SF;Heating QC;Central Air;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;Kitchen Qual;TotRms AbvGrd;Garage Cars;Garage Area;Garage Cond;Pool Area;Pool QC;Mo Sold;Yr Sold;SalePrice
1490;RL;64;12102;Lvl;Gtl;5;1976;1976;BrkFace;TA;Gd;456;Ex;Y;1;0;3;1;TA;6;2;504;TA;0;Sp;4;2008;165000
1491;RL;65;6500;Lvl;Gtl;6;1976;1976;BrkFace;TA;Ex;1127;TA;Y;1;1;3;1;TA;6;2;480;TA;0;Sp;5;2008;135000
1492;RL;63;13907;Lvl;Gtl;5;1940;1969;None;TA;TA;996;Ex;Y;1;0;3;1;TA;6;0;0;Sg;0;Sp;7;2008;108000
1493;RL;90;10012;Lvl;Gtl;4;1972;1972;None;TA;TA;1138;TA;Y;2;0;3;1;TA;6;2;588;TA;0;Sp;4;2008;137500
1494;RL;60;6931;Lvl;Gtl;7;2003;2004;Stone;Gd;TA;746;Ex;Y;2;1;3;1;Gd;7;2;397;TA;0;Sp;7;2008;165400
1495;RL;;9638;Lvl;Gtl;6;1977;1977;None;TA;TA;1029;TA;Y;1;0;3;1;TA;6;2;542;TA;0;Sp;11;2008;147000
1496;RL;72;7200;Lvl;Gtl;6;1976;2001;None;TA;TA;684;TA;Y;1;1;3;1;TA;6;2;440;TA;0;Sp;2;2008;160500
1497;RL;60;7024;Lvl;Gtl;4;2005;2005;None;TA;TA;1132;Ex;Y;1;1;2;1;Gd;5;2;451;TA;0;Sp;6;2008;176000
1498;RL;123;47007;Lvl;Gtl;5;1959;1996;None;TA;Ss;0;TA;Y;3;1;5;1;Ex;11;2;624;TA;0;Sp;7;2008;284700
1499;RL;313;63887;Bnk;Gtl;10;2008;2008;Stone;Ex;TA;6110;Ex;Y;2;1;3;1;Ex;12;2;1418;TA;480;Gd;1;2008;160000
1500;RM;35;3675;Lvl;Gtl;6;2005;2005;BrkFace;TA;TA;547;Ex;Y;1;0;2;1;TA;5;2;525;TA;0;Sp;6;2008;148000
1501;RL;65;6040;Lvl;Gtl;4;1955;1955;None;TA;Ss;0;TA;N;2;0;2;2;Fa;6;0;0;Sg;0;Sp;6;2008;82000
1502;RL;65;6012;Lvl;Gtl;4;1955;1955;None;TA;Ss;0;TA;N;2;0;2;2;TA;6;0;0;Sg;0;Sp;6;2008;82000
1503;RL;92;12108;Lvl;Gtl;4;1955;1955;BrkFace;TA;TA;1440;TA;N;2;0;4;2;Fa;8;0;0;Sg;0;Sp;9;2008;118000
1504;RL;74;6845;Lvl;Gtl;4;1955;1955;BrkCmn;TA;Ss;0;TA;N;2;0;2;2;TA;6;0;0;Sg;0;Sp;7;2008;82500
1505;RL;56;6931;Lvl;Gtl;4;1955;1955;None;TA;TA;784;TA;N;1;0;2;1;TA;4;0;0;Sg;0;Sp;5;2008;91900
1506;RL;60;12180;Lvl;Gtl;5;1938;2007;None;TA;TA;585;Gd;Y;1;1;2;1;Ex;5;0;0;Sg;0;Sp;1;2008;120000
1507;RL;57;8050;Lvl;Gtl;5;1947;1993;None;TA;Ss;0;Gd;Y;1;1;4;1;TA;8;0;0;Sg;0;Sp;4;2008;96000
1508;RL;68;9520;Bnk;Mod;4;1953;1953;Stone;TA;TA;911;TA;Y;1;0;2;1;TA;5;1;286;TA;0;Sp;5;2008;99000
1509;RL;70;11767;Lvl;Gtl;5;1946;1995;None;TA;TA;768;Ex;Y;1;0;3;1;TA;6;1;240;TA;0;Sp;5;2008;130500
1510;RL;60;8172;Lvl;Gtl;4;1954;1972;None;TA;TA;941;Ex;Y;2;0;4;1;TA;7;1;548;TA;0;Sp;5;2008;135000
1511;RL;59;16466;Lvl;Gtl;5;1955;1955;None;TA;TA;816;TA;Y;1;1;3;1;TA;8;1;300;TA;0;Sp;4;2008;135500
1512;RL;62;7692;Bnk;Mod;4;1954;1954;None;TA;TA;416;Gd;Y;1;0;3;1;TA;6;1;312;TA;0;Sp;11;2008;100000
1513;RL;67;5142;Lvl;Gtl;4;1923;2008;None;TA;TA;949;TA;Y;1;1;3;1;Gd;6;1;205;TA;0;Sp;6;2008;108000
1514;RL;67;5604;Lvl;Gtl;5;1925;1950;None;TA;TA;864;TA;N;1;0;2;1;TA;5;0;0;Sg;0;Sp;4;2008;98000
1515;RL;45;8248;Lvl;Gtl;3;1914;1950;None;TA;TA;864;TA;N;1;0;2;1;TA;5;0;0;Sg;0;Sp;9;2008;67000
1516;RL;55;5687;Bnk;Gtl;5;1912;2000;None;TA;Fa;780;Ex;N;2;0;6;1;Fa;9;0;0;Sg;0;Sp;3;2008;135900
1517;RH;;12155;Lvl;Gtl;6;1925;1950;None;TA;TA;672;TA;N;2;0;4;1;Fa;7;1;400;TA;0;Sp;3;2008;140000
1518;RL;60;8400;Bnk;Mod;5;1939;1997;None;TA;TA;720;Ex;Y;2;1;4;1;Gd;8;1;240;TA;0;Sp;7;2008;179500
1519;RL;60;8400;Bnk;Gtl;6;1925;1950;None;TA;TA;1181;Fa;Y;2;0;4;1;TA;7;2;576;TA;0;Sp;6;2008;136500
1520;RL;60;7290;Lvl;Gtl;7;1921;1950;BrkFace;TA;TA;1228;Ex;Y;2;0;2;1;TA;7;1;312;TA;0;Sp;4;2008;168000
1521;RH;55;8525;Bnk;Gtl;5;1911;1950;None;TA;TA;940;TA;N;1;1;4;1;TA;7;0;0;Sg;0;Sp;11;2008;130000
1522;RL;51;9842;Lvl;Gtl;5;1921;1998;None;TA;Fa;612;Ex;Y;3;1;4;1;TA;8;2;621;TA;0;Sp;5;2008;189000
1523;RL;64;7804;Lvl;Gtl;6;1930;1950;None;TA;TA;960;Ex;Y;2;2;4;2;TA;10;2;480;TA;0;Sp;7;2008;161900
1524;RL;66;8969;Bnk;Gtl;6;1926;1950;None;TA;TA;644;Ex;Y;1;0;2;1;TA;6;1;369;TA;0;Sp;7;2008;145000
1525;RL;79;11526;Bnk;Mod;6;1922;1994;None;TA;TA;588;Fa;Y;2;0;3;1;TA;11;2;672;TA;0;Sp;9;2008;191000
1526;RL;63;15576;Lvl;Gtl;6;1915;1976;None;TA;TA;840;Ex;Y;2;0;4;1;TA;8;1;308;TA;0;Sp;3;2008;177000
1527;RL;63;15564;Lvl;Gtl;6;1914;1995;None;TA;TA;676;Ex;Y;1;0;3;1;TA;6;2;400;TA;0;Sp;1;2008;147500
1528;RL;52;6292;Bnk;Gtl;6;1930;1950;None;TA;TA;768;TA;N;1;0;2;1;TA;4;1;160;TA;0;Sp;4;2008;91000
1529;RL;54;7609;Lvl;Gtl;8;1925;1997;None;Gd;TA;798;Ex;Y;2;0;3;1;Gd;7;1;180;TA;0;Sp;6;2008;231000
1530;RL;51;10480;Lvl;Gtl;6;1936;1950;None;TA;TA;1064;Ex;Y;1;0;3;1;TA;6;1;240;TA;0;Sp;3;2008;115000
1531;RL;;9650;HLS;Gtl;6;1923;1950;None;TA;TA;784;TA;Y;1;0;4;1;TA;7;2;599;TA;0;Sp;6;2008;138000
1532;RL;60;7200;HLS;Mod;7;1931;2000;None;TA;TA;776;TA;Y;1;1;3;1;TA;6;1;270;TA;0;Sp;2;2008;149000
1533;RL;74;11988;HLS;Mod;6;1934;1995;None;TA;TA;715;Fa;Y;1;1;3;1;TA;6;1;240;TA;0;Sp;8;2008;188700
1534;RL;;11700;HLS;Mod;5;1937;1995;None;TA;TA;942;Ex;Y;2;0;4;1;Gd;7;1;240;TA;0;Sp;7;2008;198000
1535;RL;;9260;HLS;Gtl;5;1938;1950;None;TA;TA;884;TA;Y;1;0;3;1;TA;6;1;225;TA;0;Sp;3;2008;110000
1536;RL;79;7801;Lvl;Gtl;6;1951;1951;BrkFace;TA;TA;1091;Fa;N;1;0;2;1;TA;5;1;344;TA;0;Sp;5;2008;104000
1537;RL;100;9670;HLS;Mod;8;1935;1950;Stone;TA;Fa;608;TA;Y;1;1;4;1;TA;9;2;786;TA;0;Sp;6;2008;257076
1538;RL;;14100;Lvl;Mod;8;1935;1997;BrkFace;TA;TA;728;Ex;Y;3;1;4;1;Gd;11;3;1014;TA;0;Sp;5;2008;381000
1539;RL;;15660;Lvl;Gtl;7;1939;2006;BrkFace;Gd;TA;798;Ex;Y;1;1;3;1;Gd;8;2;431;TA;0;Sp;5;2008;311500
1540;RL;70;12392;Bnk;Gtl;7;1950;2000;None;TA;Gd;832;Ex;Y;2;1;3;1;Gd;8;2;506;TA;0;Sp;4;2008;263400
1541;RL;56;26073;Lvl;Gtl;5;1956;1956;None;TA;TA;1898;Ex;Y;2;1;3;1;TA;7;2;484;TA;0;Sp;4;2008;236500
1542;RL;;14778;Low;Gtl;6;1954;2006;BrkFace;Gd;TA;1296;Ex;Y;1;0;3;1;Gd;7;2;924;TA;0;Sp;11;2008;224000
1543;RM;24;1879;Lvl;Gtl;6;1980;1980;None;TA;TA;516;TA;Y;1;0;2;1;TA;5;2;462;TA;0;Sp;12;2008;116500
1544;RM;24;1950;Lvl;Gtl;6;1980;1980;None;TA;TA;716;TA;Y;2;1;3;1;TA;6;2;452;TA;0;Sp;7;2008;151000
1545;RM;50;7000;Lvl;Gtl;6;1926;1998;None;TA;TA;894;TA;Y;1;0;2;1;TA;5;1;195;TA;0;Sp;7;2008;126000
1546;RM;60;6000;Lvl;Gtl;6;1940;2006;None;TA;TA;720;Gd;Y;1;0;3;1;TA;5;1;240;TA;0;Sp;7;2008;120000
1547;RM;40;3636;Lvl;Gtl;4;1922;1950;None;TA;Fa;796;Fa;N;1;0;2;1;TA;5;0;0;Sg;0;Sp;1;2008;55000
1548;RM;;5890;Lvl;Gtl;6;1930;2007;None;Gd;TA;816;Ex;Y;1;0;2;1;TA;5;1;432;TA;0;Sp;6;2008;120500
1549;RM;71;6900;Lvl;Gtl;5;1940;1955;None;TA;TA;740;Ex;Y;1;0;2;1;TA;4;1;924;Ex;0;Sp;2;2008;120500
1550;RM;58;8155;Lvl;Gtl;5;1930;1950;None;TA;TA;780;Gd;Y;1;0;4;1;TA;7;0;0;Sg;0;Sp;7;2008;119000
1551;RM;75;6000;Lvl;Gtl;5;1967;1967;None;Fa;TA;624;Ex;Y;1;1;3;1;TA;7;1;288;TA;0;Sp;7;2008;126000
1552;RM;60;7392;Lvl;Gtl;5;1930;1995;None;TA;TA;520;TA;Y;1;0;2;1;TA;5;1;360;TA;0;Sp;5;2008;99500
1553;RM;75;9000;Lvl;Gtl;5;1958;1958;BrkFace;TA;TA;1151;Gd;Y;2;0;4;1;TA;7;1;356;TA;0;Sp;1;2008;165500
1554;A;80;14584;Low;Mod;1;1952;1952;None;Fa;Ss;0;Po;N;1;0;2;1;Fa;4;2;487;Po;0;Sp;2;2008;13100
1555;C;60;5280;Lvl;Gtl;4;1895;1950;None;TA;Fa;173;Ex;N;1;0;2;1;TA;6;1;185;TA;0;Sp;7;2008;89000
1556;C;50;8500;Lvl;Gtl;4;1920;1950;None;TA;TA;649;TA;N;1;0;3;1;TA;6;1;250;Fa;0;Sp;7;2008;40000
1557;C;52;5150;Lvl;Gtl;4;1910;2000;None;TA;TA;356;TA;N;1;0;2;1;TA;5;1;195;Fa;0;Sp;5;2008;80900
1558;C;120;18000;Low;Gtl;3;1935;1950;None;Fa;TA;894;TA;Y;1;0;2;1;TA;6;3;1248;TA;0;Sp;8;2008;81000
1559;C;60;9000;Bnk;Gtl;4;1920;1950;None;TA;Fa;592;Ex;Y;1;1;3;1;Fa;5;1;216;Fa;0;Sp;6;2008;65000
1560;RM;64;5587;HLS;Mod;8;2008;2008;Stone;Ex;TA;1600;Ex;Y;2;0;2;1;Gd;5;2;482;TA;0;Sp;11;2008;392500
1561;RM;44;3843;HLS;Mod;8;2007;2008;Stone;Ex;TA;1596;Ex;Y;2;0;2;1;Ex;5;2;525;TA;0;Sp;8;2008;294464
1562;RM;44;3811;HLS;Mod;7;2004;2005;Stone;Gd;TA;1594;Ex;Y;2;0;2;1;Ex;5;2;482;TA;0;Sp;7;2008;250000
1563;RM;44;3842;HLS;Mod;8;2004;2005;Stone;Gd;TA;1594;Ex;Y;2;0;2;1;Gd;5;2;482;TA;0;Sp;1;2008;275000
1564;RL;;23730;Lvl;Gtl;7;1996;1997;BrkFace;Gd;TA;1840;Ex;Y;3;0;3;1;Gd;7;3;786;TA;0;Sp;9;2008;300000
1565;RL;;13265;Lvl;Gtl;8;2002;2002;BrkFace;Gd;TA;1568;Ex;Y;2;0;3;1;Gd;7;3;857;TA;0;Sp;7;2008;271000
1566;RL;;11050;Lvl;Gtl;7;1996;1997;None;TA;TA;910;Ex;Y;2;1;3;1;Gd;8;3;816;TA;0;Sp;9;2008;213000
1567;RL;76;9880;Lvl;Gtl;6;1977;1977;None;TA;TA;1096;TA;Y;1;0;3;1;TA;6;1;358;TA;576;Gd;7;2008;171000
1568;RL;75;10125;Lvl;Gtl;6;1977;1977;None;TA;TA;1196;TA;Y;2;0;3;1;TA;6;2;473;TA;0;Sp;2;2008;171500
1569;RL;76;10260;Lvl;Gtl;5;1976;1976;None;TA;Ss;0;TA;Y;2;2;4;2;TA;8;2;484;TA;0;Sp;11;2008;100000
1570;RL;74;9990;Lvl;Gtl;4;1991;1991;None;TA;TA;1680;Gd;Y;2;0;3;1;TA;6;2;432;TA;0;Sp;7;2008;228500
1571;RL;;164660;HLS;Sev;5;1965;1965;None;TA;TA;1499;Ex;Y;2;0;3;1;TA;7;2;529;TA;0;Sp;8;2008;228950
1572;RL;42;4084;Lvl;Gtl;7;1986;1986;BrkFace;Gd;TA;1277;Gd;Y;2;0;2;1;Gd;6;2;512;TA;0;Sp;7;2008;241500
1573;RL;;15498;Lvl;Gtl;8;1976;1976;None;Gd;TA;1565;TA;Y;2;0;2;1;Gd;10;2;665;TA;0;Sp;5;2008;287000
1574;RL;74;11563;HLS;Gtl;8;2006;2007;Stone;Gd;TA;1518;Ex;Y;2;0;3;1;Gd;8;3;788;TA;0;Sp;4;2008;294000
1575;RL;71;9520;HLS;Gtl;8;2007;2008;Stone;Gd;TA;1638;Ex;Y;2;0;3;1;Gd;7;3;800;TA;0;Sp;4;2008;293077
1576;RL;107;12852;HLS;Gtl;8;2007;2007;None;Gd;TA;920;Ex;Y;2;1;3;1;Gd;6;2;612;TA;0;Sp;1;2008;264966
1577;RL;73;9802;Lvl;Gtl;5;2006;2007;None;TA;TA;352;Gd;Y;2;1;3;1;TA;6;2;400;TA;0;Sp;4;2008;172500
1578;RL;73;9735;Lvl;Gtl;5;2006;2007;None;TA;TA;384;Gd;Y;2;1;3;1;Gd;7;2;400;TA;0;Sp;5;2008;167500
1579;RL;81;12018;HLS;Gtl;7;2008;2008;Stone;Gd;TA;796;Ex;Y;2;1;3;1;Gd;6;3;666;TA;0;Sp;10;2008;218689
1580;RL;75;12890;Lvl;Gtl;6;1989;1989;BrkFace;TA;TA;1495;Ex;Y;2;0;3;1;TA;8;2;438;TA;0;Sp;7;2008;150000
1581;RL;47;12416;Lvl;Gtl;6;1986;1986;Stone;TA;Fa;1606;TA;Y;2;0;3;1;TA;7;2;616;TA;0;Sp;11;2008;184000
1582;RL;93;18265;Lvl;Gtl;6;1986;1986;BrkFace;Gd;Gd;1256;Ex;Y;2;0;3;1;Gd;6;2;578;TA;0;Sp;3;2008;180000
1583;RL;85;10200;Lvl;Gtl;6;1988;1989;BrkFace;Gd;TA;1461;Ex;Y;2;0;3;1;Gd;5;2;600;TA;0;Sp;8;2008;175000
1584;RL;82;11202;Lvl;Gtl;8;2003;2003;BrkFace;Gd;TA;1432;Ex;Y;2;0;3;1;Gd;7;2;467;TA;0;Sp;6;2008;232500
1585;RL;;7915;Lvl;Gtl;6;1999;2000;None;Gd;TA;1666;Ex;Y;2;0;3;1;Gd;6;2;435;TA;0;Sp;12;2008;195000
1586;RL;85;12244;Lvl;Gtl;8;2003;2003;Stone;Gd;TA;1482;Ex;Y;2;1;4;1;Gd;10;3;749;TA;0;Sp;8;2008;305000
1587;RL;79;11449;HLS;Gtl;8;2007;2007;None;Gd;TA;1884;Ex;Y;2;0;3;1;Gd;7;2;520;TA;0;Sp;1;2008;298751
1588;RL;85;11447;Lvl;Gtl;8;2005;2006;BrkFace;Gd;TA;1964;Ex;Y;2;1;3;1;Gd;7;3;892;TA;0;Sp;6;2008;370000
1589;RM;97;8940;Lvl;Gtl;7;1997;1998;BrkFace;TA;Gd;1344;Ex;Y;2;0;2;2;TA;8;4;784;TA;0;Sp;11;2008;209200
1590;RM;78;7060;Lvl;Gtl;7;1997;1998;BrkFace;TA;Gd;1344;Ex;Y;2;0;2;2;TA;8;4;784;TA;0;Sp;11;2008;206300
1591;RL;77;9278;Lvl;Gtl;5;2007;2008;None;TA;TA;1092;Ex;Y;1;0;2;1;TA;5;0;0;Sg;0;Sp;2;2008;146000
1592;RM;32;4500;Lvl;Gtl;6;1997;1997;BrkFace;TA;TA;1189;Ex;Y;2;0;2;1;TA;4;2;392;TA;0;Sp;4;2008;160500
1593;RL;150;14137;Lvl;Gtl;4;1964;1964;BrkFace;TA;TA;1200;Gd;Y;1;0;3;1;TA;6;3;850;TA;0;Sp;11;2008;173000
1594;RM;;4224;Lvl;Gtl;5;1975;1975;None;TA;TA;1040;Gd;Y;1;0;3;1;TA;6;2;499;TA;0;Sp;6;2008;124000
1595;RM;;2665;Lvl;Gtl;5;1976;1976;None;TA;TA;264;TA;Y;1;1;3;1;TA;4;1;336;TA;0;Sp;6;2008;115000
1596;RM;41;2665;Lvl;Gtl;5;1976;1976;None;TA;TA;550;TA;Y;2;0;4;1;TA;6;1;336;TA;0;Sp;5;2008;129500
1597;RM;21;1974;Lvl;Gtl;4;1973;2006;None;TA;TA;526;Gd;Y;1;0;2;1;TA;5;1;297;TA;0;Sp;6;2008;105000
1598;RM;21;1596;Lvl;Gtl;4;1973;1973;None;TA;TA;462;TA;Y;1;0;1;1;TA;4;1;297;TA;0;Sp;7;2008;94900
1599;RL;;17979;Lvl;Gtl;5;1968;1968;None;TA;TA;1113;Ex;Y;1;0;3;1;Gd;6;1;257;TA;0;Sp;2;2008;152500
1600;RM;21;1477;Lvl;Gtl;6;1970;2007;None;TA;TA;546;Ex;Y;2;1;3;1;TA;6;0;0;Sg;0;Sp;3;2008;98000
1601;RM;21;1890;Lvl;Gtl;4;1972;1972;None;TA;TA;630;Gd;Y;1;0;1;1;TA;3;0;0;Sg;0;Sp;6;2008;81000
1602;RL;100;21750;HLS;Mod;5;1954;1954;None;TA;TA;988;Ex;Y;1;0;2;1;TA;4;2;520;TA;0;Sp;2;2008;113000
1603;RL;59;6490;Lvl;Gtl;5;1983;1983;None;TA;TA;816;Ex;Y;1;0;2;1;TA;4;1;264;TA;0;Sp;4;2008;128500
1604;RL;37;6951;Lvl;Gtl;5;1984;1985;None;TA;TA;876;TA;Y;1;0;3;1;TA;5;1;264;TA;0;Sp;10;2008;119500
1605;RL;60;6600;Lvl;Gtl;5;1982;2008;None;Gd;TA;816;Ex;Y;1;0;3;1;Gd;5;1;264;TA;0;Sp;10;2008;130500
1606;RL;60;6600;Lvl;Gtl;5;1982;2003;None;TA;Gd;816;Ex;Y;1;0;2;1;TA;4;2;816;TA;0;Sp;6;2008;138000
1607;RL;60;6600;Lvl;Gtl;5;1982;2005;None;TA;TA;845;Gd;Y;1;0;3;1;Gd;6;1;264;TA;0;Sp;7;2008;134500
1608;RL;75;12508;Lvl;Gtl;6;1940;1985;None;TA;TA;983;Ex;Y;2;0;4;1;TA;7;1;423;TA;0;Sp;7;2008;160000
1609;RL;74;12395;Lvl;Gtl;5;1984;1984;None;TA;TA;864;TA;Y;1;0;3;1;TA;6;2;484;TA;0;Sp;4;2008;137500
1610;RL;;11075;Lvl;Mod;5;1969;1969;BrkFace;TA;TA;784;Ex;Y;2;1;4;1;TA;7;2;530;TA;0;Sp;9;2008;172000
1611;I;;56600;Low;Gtl;5;1900;1950;None;TA;TA;686;Ex;Y;2;0;4;1;TA;7;1;288;Fa;0;Sp;1;2008;103000
1612;RL;85;10667;Lvl;Gtl;6;1971;1971;BrkFace;TA;TA;1587;TA;Y;2;0;3;1;TA;7;2;525;TA;0;Sp;3;2007;167300
1613;RL;85;10628;Lvl;Gtl;7;1970;1970;None;TA;Gd;1277;TA;Y;1;0;2;1;TA;5;2;526;TA;0;Sp;4;2007;167000
1614;RL;95;13651;Lvl;Gtl;7;1973;1973;BrkFace;TA;TA;2223;Ex;Y;2;0;3;1;TA;8;2;516;TA;0;Sp;2;2007;244000
1615;RL;95;15865;Lvl;Mod;8;1970;1970;None;Gd;Gd;2217;Ex;Y;2;0;4;1;Gd;8;2;621;TA;0;Sp;10;2007;268000
1616;RL;;12394;Lvl;Gtl;7;2003;2003;None;Gd;TA;847;Ex;Y;2;1;3;1;Gd;7;2;433;TA;0;Sp;10;2007;225000
1617;RL;;10364;Lvl;Gtl;6;1995;1996;None;TA;TA;806;Gd;Y;2;1;3;1;TA;7;2;373;TA;0;Sp;5;2007;168000
1618;RL;;13869;Lvl;Gtl;6;1997;1997;None;TA;TA;794;Gd;Y;2;0;3;1;TA;6;2;388;TA;0;Sp;7;2007;177000
1619;RL;57;8773;HLS;Gtl;6;1997;1997;None;TA;TA;916;Gd;Y;2;1;3;1;TA;7;2;460;TA;0;Sp;8;2007;169000
1620;RL;56;8872;HLS;Gtl;6;1997;1997;None;TA;TA;384;Gd;Y;2;1;3;1;TA;7;2;390;TA;0;Sp;3;2007;161500
1621;RL;41;5330;Lvl;Gtl;8;2000;2000;None;Gd;TA;1494;Ex;Y;2;0;2;1;Ex;6;2;499;TA;0;Sp;8;2007;251000
1622;RL;;10147;Lvl;Gtl;6;1994;1994;BrkFace;TA;TA;392;Gd;Y;2;1;3;1;TA;7;2;398;TA;0;Sp;3;2007;160000
1623;RL;;8637;Lvl;Gtl;6;1999;2000;None;TA;TA;923;Gd;Y;2;1;3;1;TA;7;2;451;TA;0;Sp;4;2007;180000
1624;RL;63;7875;Lvl;Gtl;7;1996;1996;None;Gd;TA;691;Gd;Y;2;1;3;1;Gd;6;2;420;TA;0;Sp;8;2007;178750
1625;RL;63;7875;Lvl;Gtl;7;1995;1996;BrkFace;TA;Gd;1237;Gd;Y;2;0;3;1;TA;6;2;402;TA;0;Sp;6;2007;176000
1626;RL;60;7500;Lvl;Gtl;6;1999;2003;None;TA;TA;938;Ex;Y;3;1;5;1;TA;7;2;482;TA;0;Sp;8;2007;204000
1627;RL;;9556;Lvl;Gtl;7;1992;1993;BrkFace;TA;TA;1168;Gd;Y;2;0;3;1;Gd;6;2;420;TA;0;Sp;8;2007;160000
1628;RL;;10784;Lvl;Gtl;7;1991;1992;BrkFace;Gd;TA;384;Gd;Y;2;1;3;1;Gd;7;2;402;TA;0;Sp;5;2007;160000
1629;RL;;9125;Lvl;Gtl;7;1992;1992;BrkFace;TA;TA;384;Gd;Y;2;1;3;1;Gd;7;2;392;TA;0;Sp;7;2007;163900
1630;RL;;7655;Lvl;Gtl;6;1993;1994;None;TA;TA;903;Gd;Y;2;1;3;1;TA;7;2;392;TA;0;Sp;7;2007;168000
1631;RL;160;18160;Lvl;Gtl;6;1964;1964;BrkCmn;TA;TA;1302;Fa;Y;1;0;3;1;TA;6;2;480;TA;0;Sp;3;2007;154204
1632;RL;;3696;Lvl;Gtl;8;1986;1986;None;Gd;TA;1074;Ex;Y;1;1;2;1;Gd;5;2;461;TA;0;Sp;10;2007;170000
1633;RL;;5062;Lvl;Gtl;7;1984;1984;None;Gd;TA;1190;Gd;Y;2;0;3;1;Gd;6;2;577;TA;0;Sp;9;2007;207500
1634;RL;38;4740;Lvl;Gtl;8;1988;1988;None;Gd;TA;1166;Gd;Y;2;0;2;1;TA;5;2;480;TA;0;Sp;10;2007;182000
1635;RL;35;5118;HLS;Gtl;8;1990;1990;None;Gd;TA;1312;Gd;Y;1;0;1;1;Gd;4;2;484;TA;0;Sp;8;2007;212000
1636;RL;86;14157;HLS;Gtl;9;2005;2006;Stone;Gd;TA;1922;Ex;Y;2;0;3;1;Gd;8;3;676;TA;0;Sp;7;2007;377426
1637;RL;98;12328;Lvl;Gtl;8;2005;2005;Stone;Gd;TA;1149;Ex;Y;3;1;4;1;Ex;10;3;729;TA;0;Sp;7;2007;349265
1638;RL;52;51974;Lvl;Gtl;9;2006;2007;BrkFace;Ex;TA;2660;Ex;Y;2;1;4;1;Gd;8;3;1110;TA;0;Sp;6;2007;591587
1639;RL;195;41600;Lvl;Gtl;5;1969;1990;None;TA;TA;1100;TA;Y;1;1;3;1;TA;7;3;828;TA;0;Sp;11;2007;155000
1640;RL;61;8035;HLS;Gtl;9;2006;2006;BrkFace;Gd;TA;1612;Ex;Y;2;0;2;1;Ex;6;2;556;TA;0;Sp;3;2007;319900
1641;RL;60;8089;HLS;Gtl;8;2007;2007;BrkFace;Gd;TA;1419;Ex;Y;2;0;2;1;Gd;7;2;567;TA;0;Sp;10;2007;392000
1642;RL;85;14082;HLS;Gtl;8;2006;2006;BrkFace;Gd;Gd;2220;Ex;Y;1;1;1;1;Gd;7;2;724;TA;0;Sp;1;2007;441929
1643;RL;81;13870;HLS;Gtl;10;2006;2007;BrkFace;Ex;TA;1742;Ex;Y;2;0;3;1;Ex;8;3;724;TA;0;Sp;10;2007;455000
1644;RL;;12546;Lvl;Gtl;6;1981;1981;BrkFace;Gd;TA;1440;Ex;Y;2;0;3;1;Gd;7;2;467;TA;0;Sp;4;2007;182900
1645;RL;;10960;Lvl;Gtl;6;1984;1984;None;TA;TA;1284;TA;Y;2;0;3;1;TA;5;2;480;TA;0;Sp;4;2007;174000
1646;RL;78;12090;Lvl;Gtl;6;1984;2003;BrkFace;TA;TA;585;Ex;Y;3;1;3;1;TA;7;2;477;TA;0;Sp;1;2007;178000
1647;RL;78;12090;Lvl;Gtl;7;1981;2003;BrkFace;Gd;TA;725;Ex;Y;2;1;3;1;Gd;6;2;484;TA;0;Sp;3;2007;176000
1648;RL;93;12299;Lvl;Gtl;7;1978;1985;Stone;TA;TA;1529;TA;Y;2;0;3;1;Gd;7;2;663;TA;0;Sp;9;2007;213000
1649;RL;61;11339;Lvl;Gtl;7;1979;1979;BrkFace;TA;TA;780;TA;Y;2;1;4;1;Gd;9;2;481;TA;0;Sp;3;2007;192000
1650;RL;92;11952;Lvl;Gtl;7;1977;1977;None;TA;TA;808;TA;Y;2;1;3;1;TA;8;2;534;TA;0;Sp;11;2007;190000
1651;RL;;12046;Lvl;Gtl;6;1976;1976;BrkFace;TA;TA;848;TA;Y;2;1;4;1;Gd;8;2;551;TA;0;Sp;6;2007;195000
1652;RL;;10395;Lvl;Gtl;6;1978;1978;BrkFace;TA;TA;1032;TA;Y;2;0;3;1;TA;6;2;564;TA;0;Sp;7;2007;148000
1653;RL;79;11850;Lvl;Gtl;6;1984;1984;BrkFace;TA;TA;1153;TA;Y;2;0;3;1;Gd;6;2;495;TA;0;Sp;8;2007;151500
1654;RL;80;11584;Lvl;Gtl;7;1979;1979;BrkFace;TA;TA;539;TA;Y;2;1;3;1;TA;6;2;550;TA;0;Sp;11;2007;197000
1655;RL;80;10400;Lvl;Gtl;6;1979;1999;BrkFace;TA;TA;1259;Ex;Y;2;0;2;1;TA;5;2;478;TA;0;Sp;8;2007;192350
1656;RL;80;10793;Lvl;Gtl;5;1969;1969;BrkFace;TA;TA;780;Ex;Y;2;1;4;1;TA;7;2;462;TA;0;Sp;4;2007;152000
1657;RL;128;13001;Lvl;Gtl;6;1971;1971;BrkFace;TA;TA;1625;TA;Y;2;0;2;1;TA;6;2;944;TA;0;Sp;9;2007;170000
